Title,Start,End,Location,UID,URL,Description,Recurrence Rule,Status
Hearts & Hooves: First Annual Fundraising Gala,20251011T163000,20251011T204500,,65311991-6571-4f6e-b8ee-dba82a99cb4c-time.ly,https://events.timely.fun/kio519aj/event/78106632/20251011163000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/rancho%20burro_tG5F.jpg' /></div><p><span style='font-family:arial\, helvetica\, sans-serif\;'>Join us under the stars at the first-ever “Hearts & Hooves Gala” at Rancho Burro Donkey Sanctuary! </span><span style='font-family:arial\, helvetica\, sans-serif\;'>Celebrate the grand opening of our new 46-acre sanctuary with an unforgettable evening of gourmet BBQ\, fine beverages\, live and silent auctions featuring unique treasures\, plus live music followed by a DJ and dancing—all wrapped in a festive “Western Glam” ambiance.</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>More info:</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>https://ranchoburrodonkeysanctuary.org/hearts-%26-hooves-gala</span></p>",,CONFIRMED
Casino Night,20250927T183000,20250927T223000,,341ec62e-db4f-46ec-9a78-8f20ca7c2b4e-time.ly,https://events.timely.fun/kio519aj/event/78107969/20250927183000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/UWSLO-Icon-RGB_UD4O.png' /></div><p><span style='font-family:arial\, helvetica\, sans-serif\;'>Get ready for United Way of SLO County’s Casino Night Fundraiser—a 1960s Vegas-themed evening with casino games\, local celebrity dealers\, great food\, a silent auction\, dancing\, and prizes for the best attire. Come play\, bid\, and celebrate\, all while supporting our community!</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>More info:</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>https://secure.qgiv.com/event/uwslo-casino-night/</span></p>",,CONFIRMED
ECOSLO's Holiday Party,20251204T173000,20251204T193000,,e49eed60-2867-47d0-8d55-e04eb1d55ec9-time.ly,https://events.timely.fun/kio519aj/event/78112374/20251204173000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/ecoslo_lanf.jpeg' /></div><p><span style='font-size:10pt\;font-family:Arial\;'>From ECOSLO:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>Celebrate the season with fellow environmental enthusiasts at Timbre Winery and enjoy a raffle and live music! Lively tunes will fill the air\, creating a warm and inviting atmosphere perfect for mingling and holiday cheer. This is a wonderful opportunity to connect with fellow supporters\, share stories\, and reflect on the positive impact we’ve made together throughout the year!<br /><br />Bring your friends and family\, and let’s make this holiday season a memorable one for our community and our planet. Feel free to wear festive attire if you'd like\, but it's completely optional!</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='https://app.dvforms.net/api/dv/jkp7yd' rel='nofollow noreferrer noopener' target='_blank'>https://app.dvforms.net/api/dv/jkp7yd</a></span></span></p>",,CONFIRMED
Play It Forward,20251011T183000,20251011T235959,,ad16b4de-6565-44c9-9af2-8942fc44c1f7-time.ly,https://events.timely.fun/kio519aj/event/78122009/20251011183000,<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/capslo_zlDm.png' /></div><p><span style='font-size:10pt\;font-family:Arial\;'>Join CAPSLO to celebrate its 60th Anniversary and support the 40 Prado Homeless Services Center by coming out to Play it Forward. Come and dance to the Zongo All Stars and Flannel 101. Doors open at 6:30 p.m. at SLO Brew Rod and Hammer. Ticket prices are on a sliding scale.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='http://www.capslo.org/play-it-forward' rel='nofollow noreferrer noopener' target='_blank'>www.capslo.org/play-it-forward</a></span></span></p>,,CONFIRMED
Monday Night Movie Fundraiser,20251006T170000,20251006T235959,,7dd5fa3a-30d7-495b-bf51-d1a6bc287c5b-time.ly,https://events.timely.fun/kio519aj/event/78126411/20251006170000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/esterobayCF_3KOB.jpg' /></div><p><span style='font-family:arial\, helvetica\, sans-serif\;'>From Community Foundation of Estero Bay\, Inc.:</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>Enjoy a screening of classic movie <em>The Bad News Bears</em> at the Bay Theatre in Morro Bay while supporting the Community Foundation of Estero Bay. Proceeds benefit scholarships for local kids’ sports\, recreation\, and enrichment programs. Hot dogs\, beer\, wine\, and concessions will be available for purchase.</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='https://my805tix.com/e/badnewsbears' rel='nofollow noreferrer noopener' target='_blank'>https://my805tix.com/e/badnewsbears</a></span><br /><br /><br /></span></span></p>",,CONFIRMED
Oktoberfest,20251018T163000,20251018T235959,,27e060b4-c223-4eef-b085-37074af4fa54-time.ly,https://events.timely.fun/kio519aj/event/78143468/20251018163000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/SLOLAF_7jaf.png' /></div><p>Prost! It’s time to dust off your lederhosen and dirndls for the 10th Annual FUNdraiser hosted by the San Luis Obispo Legal Assistance Foundation (SLOLAF)! Join us for a night of Oktoberfest-inspired fun\, food\, and festivity—all to support free legal aid for those in need in San Luis Obispo County.</p>\n<p>More info: https://event.auctria.com/43772ea1-9008-4689-a670-d045f51357f7/aa6cd270-8751-11e9-a741-3fcfcb35cbb0</p>",,CONFIRMED
"Fresh Faces\, Full Glasses",20251017T180000,20251017T200000,,2f51d009-c906-4c3e-a8fd-5d174f77e3ec-time.ly,https://events.timely.fun/kio519aj/event/78156467/20251017180000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/SLOCCLogoHorizontal_hires%201_AtcX.png' /></div><p><span style='font-family:arial\, helvetica\, sans-serif\;'>From SLO Climate Coaltion:</span></p>\n<p><span style='font-size:10pt\;font-family:arial\, helvetica\, sans-serif\;'>Join SLO Climate Coalition for a playful evening of wine\, music\, and climate action! Meet our new staff\, discover bold new programs\, and enjoy live music by Joy Polloi as we toast to a sustainable future together.</span></p>\n<p><span style='font-size:10pt\;font-family:arial\, helvetica\, sans-serif\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:arial\, helvetica\, sans-serif\;'><span style='color:#1155cc\;font-size:10pt\;font-family:Arial\;text-decoration:underline\;'><a class='in-cell-link' href='https://my805tix.com/e/fresh-faces-full-glasses/tickets' rel='nofollow noreferrer noopener' target='_blank'>https://my805tix.com/e/fresh-faces-full-glasses/tickets</a></span></span></p>",,CONFIRMED
Honoring our Ancestors ~ Celebrando Nuestros Antepasdos,20251102T140000,20251102T235959,,c2599e73-c4d6-47ac-a386-f09dc564e944-time.ly,https://events.timely.fun/kio519aj/event/78156469/20251102140000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/cffs_5LBK.png' /></div><p><span style='font-size:10pt\;font-family:Arial\;'>From Center for Family Strengthening:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>With traditional stories\, music and dance\, and performances by Danza Azteca Tonantzin Arroyo Grande\, Ballet Folklórico Corazón de la Costa\, Ballet Folklórico de Sacramento and Mariachi Mexicanismo\, this special Dia de Los Muertos (Day of the Dead) event celebrates and honors our ancestors through the exploration of Latin American culture and traditions.<br /><br />This event highlights the work of the Promotores Collaborative of San Luis Obispo’s whose mission is to build\, foster\, and support a network of “Promotores” – trained community health workers\, a program of the Center for Family Strengthening.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='https://clarkcenter.org/shows/celebrando-nuestros-antepasados/' rel='nofollow noreferrer noopener' target='_blank'>https://clarkcenter.org/shows/celebrando-nuestros-antepasados/</a></span></span></p>",,CONFIRMED
SLO EarthFest 2026,20260418,20260419,,521f93fb-3d3d-4012-b040-8abe51f4fb12-time.ly,https://events.timely.fun/kio519aj/event/78156472/20260418000000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/SLOCCLogoHorizontal_hires%201_AtcX.png' /></div><p><span style='font-family:arial\, helvetica\, sans-serif\;'>From SLO Climate Coalition:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>A celebration of the collective power of our community to build a sustainable future!<br /><br />SLO EarthFest inspires and empowers our community to take bold climate action through education\, connection\, and celebration. By bringing together local leaders\, sustainable innovators\, and passionate individuals\, we create a fun and engaging space to explore solutions\, support climate-friendly initiatives\, and build a more resilient future—right here in San Luis Obispo.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='https://sloclimatecoalition.org/earthfest/' rel='nofollow noreferrer noopener' target='_blank'>https://sloclimatecoalition.org/earthfest/</a></span></span></p>",,CONFIRMED
Spokes Symposium,20251106T140000,20251106T170000,,03e1195e-40b8-4ce6-aff5-11b2c046c802-time.ly,https://events.timely.fun/kio519aj/event/78156480/20251106140000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/Spokes%20Logo_ptvu.jpg' /></div><p><span style='font-family:arial\, helvetica\, sans-serif\;'>Spokes’ annual Symposium brings together SLO County nonprofit leaders for an afternoon of connection\, collaboration\, and inspiration. Highlights include a keynote from Lindsay Kijewski of SeaChange Capital Partners\, interactive activities\, and a casual networking reception with appetizers and beverages.</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>More info:</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>https://www.spokesfornonprofits.org/spokes-nonprofit-symposium-2025/</span></p>",,CONFIRMED
South County Chambers Annual Dinner Gala,20260227,20260228,,79f79db2-ff4d-4f7b-a5f4-db47a7321482-time.ly,https://events.timely.fun/kio519aj/event/78159253/20260227000000,<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/socochamber_qG6x.png' /></div><p><span style='font-size:10pt\;font-family:Arial\;'>Annual Dinner Gala. Awards and Philanthropy to support the South County Chambers of Commerce and South County Chambers Foundation for Advancement.<br />will update with link to event and more specific event details soon!</span></p>,,CONFIRMED
Diamonds Are Forever: 2026 Annual Spring Auction & Gala,20260509,20260510,,fc61563e-77ed-4e90-8b2b-97aba3704050-time.ly,https://events.timely.fun/kio519aj/event/78188828/20260509000000,"<p><span style='font-size:10pt\;font-family:Arial\;'>Boys & Girls Clubs of Mid Central Coast is hosting its annual Spring Auction & Gala\, Diamonds are Forever\, in celebration of its 60th anniversary! This dinner fundraiser will feature live and silent auctions\, raffles\, entertainment and so many more fun surprises. Join us for an evening of elegance and style\, in support of thousands of young people across the Central Coast.</span></p>",,CONFIRMED
Standing With Youth: An Advocacy Event,20260127T073000,20260127T235959,,fef25d0d-c56c-4ade-9eaa-ef7f65396c05-time.ly,https://events.timely.fun/kio519aj/event/78188829/20260127073000,"<p><span style='font-size:10pt\;font-family:Arial\;'>From <span style='font-size:10pt\;'>Boys & Girls Clubs of Mid Central Coast:</span></span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>Standing With Youth: An Advocacy Event is set to amplify local youth voices\, identify recent trends impacting kids in our region and celebrate our Youth of the Year and Jr. Youth of the Year at our inaugural celebration hosted at our very own Railroad Clubhouse in Santa Maria. This event is free to the public in hopes to empower the community around our young people across the Central Coast and to recognize the many ways in which we can inspire our kids to their Great Futures.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='https://StandWithYouth.givesmart.com' rel='nofollow noreferrer noopener' target='_blank'>https://StandWithYouth.givesmart.com</a></span></span></p>",,CONFIRMED
Seeds of the Future - A Fundraiser for the Community Foundation of Estero Bay,20260517T140000,20260517T170000,,74b019af-710e-4e29-be28-74d6a05331e9-time.ly,https://events.timely.fun/kio519aj/event/78192377/20260517140000,"<p style='color:#333333\;font-family:Poppins\, 'Helvetica Neue'\, Helvetica\, Arial\, sans-serif\;'><span style='font-size:10pt\;font-family:Arial\;'><span style='font-size:10pt\;'>The Community Foundation of Estero Bay presents Seeds of the Future <em>- A Fundraiser</em>.  Join us for small bites\, a no-host bar\, silent auction and live entertainment! This event will feature your favorite things from Morro Bay Sings and give you even more reasons to love CFEB and its mission of supporting Estero Bay kids.</span></span></p>\n<p style='color:#333333\;font-family:Poppins\, 'Helvetica Neue'\, Helvetica\, Arial\, sans-serif\;'><span style='font-size:10pt\;font-family:Arial\;'><span style='font-size:10pt\;'>More info and tickets (coming soon):</span></span></p>\n<p style='color:#333333\;font-family:Poppins\, 'Helvetica Neue'\, Helvetica\, Arial\, sans-serif\;'><span style='font-size:10pt\;font-family:Arial\;'><span style='font-size:10pt\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a style='color:#1155cc\;' href='https://www.communityfoundationesterobay.org/events' rel='nofollow noreferrer noopener' target='_blank'>https://www.<wbr />communityfoundationesterobay.<wbr />org/events</a></span></span></span></p>\n<p> </p>",,CONFIRMED
4th Annual Golf Tournament,20260530T080000,20260530T235959,,7bc6df33-2f00-4169-a5d7-79fce9f92927-time.ly,https://events.timely.fun/kio519aj/event/78200903/20260530080000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/casasolana_EikV.gif' /></div><p><span style='font-size:10pt\;font-family:Arial\;'>From Casa Solana:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>Join us at Pismo Beach Golf Course for fun on the green\, a catered lunch\, prizes\, raffle and an auction.<br /><br />Sponsorship opportunities available!<br /></span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>www.casasolanainc.org</span></p>",,CONFIRMED
Lumina Nights Presents Dancing With Our Stars,20260501,20260503,,2cdddcac-0e93-4296-a443-48fe10accd1b-time.ly,https://events.timely.fun/kio519aj/event/78205183/20260501000000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/lumina_TT92.png' /></div><p><span style='font-size:10pt\;font-family:Arial\;'>From Lumina Alliance:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>Join us for Lumina Nights: Illuminate\, a two-night gala celebrating community\, courage\, and the power to light the way for survivors. Set against the elegant backdrop of the *new* Vina Robles tasting room in Paso Robles\, this unforgettable evening features local leaders performing as star dancers\, shining their inner light on the dance floor\, all to illuminate the path to healing for survivors of sexual assault and intimate partner violence. May 1st & 2nd 2026.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='http://luminanights.org' rel='nofollow noreferrer noopener' target='_blank'>luminanights.org</a></span></span></p>\n<p> </p>",,CONFIRMED
Lumina Days,20261003,20261004,,8601c11d-c25d-4fd2-b61d-ff3d5b9af26a-time.ly,https://events.timely.fun/kio519aj/event/78205184/20261003000000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/lumina_TT92.png' /></div><p><span style='font-size:10pt\;font-family:Arial\;'>From Lumina Alliance:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>Step into a legacy of empowerment and elegance at Lumina Days\, a reimagined celebration inspired by the beloved Fashions for a Purpose event. Guests will take in the latest trends on the runway\, with local dignitaries and community leaders modeling curated looks from South County boutiques. Personalized concierge service provided by notable local figures will make each guest feel welcomed and celebrated. Radiant\, rooted\, and full of heart\, Lumina Days is where style meets purpose—and where showing up for one another never goes out of fashion.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='http://luminadays.org' rel='nofollow noreferrer noopener' target='_blank'>luminadays.org</a></span></span></p>",,CONFIRMED
27th Annual Ag For Youth Golf Tournament,20260731,20260801,,17c82bca-e5ce-4be1-a291-09d69883f1fc-time.ly,https://events.timely.fun/kio519aj/event/78214635/20260731000000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/bgccentral_logo%202_Iy0N.png' /></div><p><span style='font-size:10pt\;font-family:Arial\;'>From Boys & Girls Clubs of Mid Central Coast:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>The 27th Annual Ag For Youth Golf Tournament is a yearly fundraiser full of fun\, benefiting Boys & Girls Clubs of Mid Central Coast. Enjoy a beautiful day of golf at the Santa Maria Country Club that includes on-course games and challenges\, delicious food\, drinks galore and lots of excitement. This annual golf tournament is one of the premier charity golf tournaments in the area and has been bringing in players from all over the Santa Maria Valley since it started 27 years ago. You don’t want to miss it!</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='font-size:10pt\;'>kelly.brickey@centralcoastkids.org</span></span></p>",,CONFIRMED
CASA's Hope for the Future 2026,20260418T160000,20260418T183000,,fd030e72-f895-4664-ae9d-559d377a3992-time.ly,https://events.timely.fun/kio519aj/event/78215528/20260418160000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/cropped-Casa-Logo-680x386-1_nsht.png' /></div><p><span style='font-size:10pt\;font-family:Arial\;'>From CASA:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>A Spring benefit for CASA of San Luis Obispo County at the Carrisa in Downtown SLO<br />Saturday\, April 18th\, 2026 from 4:00pm-6:30pm<br /><br />Please join us for an afternoon at Hope for the Future\, to benefit for CASA of San Luis Obispo County. Your $50 ticket will include drinks\, appetizers\, live music\, inspirational speakers\, and more. All proceeds will directly benefit SLO CASA's mission to advocate for local children in foster care.<br /><br />Tickets will be available for purchase starting in February!<br />For more information\, please contact Rhonda Sims at rsims@slocasa.org</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='https://slocasa.org/casa-events/' rel='nofollow noreferrer noopener' target='_blank'>https://slocasa.org/casa-events/</a></span></span></p>",,CONFIRMED
Rendezvous Gala,20260912,20260913,,99d1d887-b712-4894-af46-f37772a53a29-time.ly,https://events.timely.fun/kio519aj/event/78215531/20260912000000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/cropped-Casa-Logo-680x386-1_nsht.png' /></div><p><span style='font-size:10pt\;font-family:Arial\;'>From CASA:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>CASA's annual gala\, Rendezvous\, will take place on September 12th\, 2026\, at The White Barn in San Luis Obispo. There will be approximately 160 guests who will raise critical funding for CASA. This event includes a cocktail hour\, silent and live auction\, dinner\, famous cake auction\, and inspirational program where we will honor a few of our amazing volunteer advocates. Tickets will be available for purchase in June. </span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>For more info\, please contact Rhonda Sims at rsims@slocasa.org</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='https://slocasa.org/casa-events/' rel='nofollow noreferrer noopener' target='_blank'>https://slocasa.org/casa-events/</a></span></span></p>",,CONFIRMED
Women's Legacy Fund Luncheon,20260923,20260924,,c7ea368b-04e0-401c-9bb1-34600d903886-time.ly,https://events.timely.fun/kio519aj/event/78218773/20260923000000,"<p><span style='font-size:10pt\;font-family:Arial\;'>From: <span style='font-size:10pt\;'>The Community Foundation San Luis Obispo County:</span></span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>The Women's Legacy Fund invites you to join us for lunch and conversation about real change for women and girls in SLO County. Connect with local leaders\, hear powerful stories from our grantees\, and learn how we’re tackling the most urgent issues facing our community - and how you can support the cause!</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='https://cfsloco.fcsuite.com/erp/donate/list/event?event_date_id=1660' rel='nofollow noreferrer noopener' target='_blank'>https://cfsloco.fcsuite.com/erp/donate/list/event?event_date_id=1660</a></span></span></p>",,CONFIRMED
"Growing Together Fund: Pride Brunch\, Celebrating Diversity",20260607,20260608,,56f2b594-fbbe-4f55-955d-bb4eee55af5e-time.ly,https://events.timely.fun/kio519aj/event/78218775/20260607000000,"<p><span style='font-size:10pt\;font-family:Arial\;'>From <span style='font-size:10pt\;'>The Community Foundation San Luis Obispo County:</span></span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>Come to connect with the community\, learn about the work of Growing Together: An LGBTQ+ Fund\, and celebrate Pride!</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='font-size:10pt\;'>info@cfsloco.org</span></span></p>",,CONFIRMED
SLO Climate Kickoff Party,20260128T180000,20260128T200000,,1fa0301d-861d-4fe4-9c48-961dde97c58c-time.ly,https://events.timely.fun/kio519aj/event/78227894/20260128180000,"<p><span style='font-size:10pt\;font-family:Arial\;'>Join us for an evening of celebration\, community\, and climate action at SLO Climate Coalition’s Climate Kickoff Party! This lively event will feature a special performance by the Joi Polloi Trio\, the presentation of our annual Climate Champion Award\, and a chance to win exciting prizes through our Wine Raffle and General Raffle. Come mingle\, celebrate\, and kick off 2026 with climate inspiration!</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>https://www.zeffy.com/en-US/ticketing/2025-climate-kickoff<br /><br /><br /></span></p>",,CONFIRMED
Spokes Symposium 2026,20261105T140000,20261105T170000,,d1a50dbd-8b46-462c-b99b-9a0f974a3cbe-time.ly,https://events.timely.fun/kio519aj/event/78227899/20261105140000,"<p><span style='font-family:arial\, helvetica\, sans-serif\;'>Our annual gathering of SLO County nonprofit leaders\, featuring a live presentation\, interactive sessions and a networking mixer. </span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>More details to come <a href='https://www.spokesfornonprofits.org/spokes-nonprofit-symposium-2025/' rel='nofollow noreferrer noopener' target='_blank'>here</a>.</span></p>\n<p> </p>",,CONFIRMED
5th Annual Sheep Shearing Shindig,20260516,20260517,,d08b52db-8dc8-40d5-b624-6d94fe6abac6-time.ly,https://events.timely.fun/kio519aj/event/78237725/20260516000000,"<div class='ai1ec-event-avatar alignleft timely'><img src='https://timelyapp-prod.s3.us-west-2.amazonaws.com/images/54752629/cityfarmslo_7ex3.jpeg' /></div><p><span style='font-size:10pt\;font-family:Arial\;'>It’s baaaa-ck! Join us for City Farm SLO’s 5th Annual Sheep Shearing Shindig! <br />Watch expert shearers in action\, learn about Navajo-Churro sheep\, and try your hand at wool processing activities like washing\, carding\, spinning\, and felting.<br /><br />Enjoy farm tours\, hayrides\, kids’ activities\, live music\, local artisan vendors\, delicious food\, and a beer & wine garden. All proceeds support City Farm SLO’s youth education programs.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'><span style='color:#1155cc\;font-size:10pt\;text-decoration:underline\;'><a class='in-cell-link' href='http://cityfarmslo.org/events' rel='nofollow noreferrer noopener' target='_blank'>cityfarmslo.org/events </a></span></span></p>",,CONFIRMED
Immediate Family: An Award-Winning Film Screening Benefiting Infinite Music,20260126T180000,20260126T210000,,ee167b60-2b79-498e-8c35-38db7f917276-time.ly,https://events.timely.fun/kio519aj/event/78239596/20260126180000,"<p><span style='font-family:arial\, helvetica\, sans-serif\;'>Enjoy a special screening of the award-winning documentary\, Immediate Family\, followed by an exclusive Q&A with Director/Producer <span class='hover:entity-accent entity-underline inline cursor-pointer align-baseline'><span class='whitespace-normal'>Denny Tedesco</span></span> and legendary bassist <span class='hover:entity-accent entity-underline inline cursor-pointer align-baseline'><span class='whitespace-normal'>Leland Sklar</span></span>. This event is a fundraiser benefiting <span class='hover:entity-accent entity-underline inline cursor-pointer align-baseline'><span class='whitespace-normal'>Infinite Music</span></span>\, whose mission is to ensure every child—regardless of socioeconomic status—has access to the life-changing power of music through education\, appreciation\, and performance.</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>More info:</span></p>\n<p><span style='font-family:arial\, helvetica\, sans-serif\;'>https://my805tix.com/e/infinite-music-immediate-family</span></p>",,CONFIRMED
Plant Sale,20260328T080000,20260328T130000,,6cf9ea89-ac5f-4a18-b3ff-32fc2df3198f-time.ly,https://events.timely.fun/kio519aj/event/78250200/20260328080000,"<p><span style='font-size:10pt\;font-family:Arial\;'>From <span style='font-size:10pt\;'>Tolosa Children's Dental Center:</span></span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>Come by on Saturday\, March 28th from 8 am-1 pm at Center of Effort Winery. Purchase beautiful plant and flower arrangements that are up to 50-80% off retail prices. This is a one day only event benefiting <span style='font-size:10pt\;'>olosa Children's Dental Center</span>! Follow us on social media or visit our website for more information.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>https://tolosachildrensdental.org/events/</span></p>",,CONFIRMED
Sip for Smiles,20260531T140000,20260531T235959,,21ae5736-6b6c-4647-8819-87634884906d-time.ly,https://events.timely.fun/kio519aj/event/78250204/20260531140000,"<p><span style='font-size:10pt\;font-family:Arial\;'>From <span style='font-size:10pt\;'>Tolosa Children's Dental Center:</span></span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>Come sip\, snack and support at Filipponi Ranch Winery at 2 pm. Enjoy a beautiful afternoon with a silent auction\, wine pull and delicious wine from Filipponi. Follow us on social media and visit our website for more information.</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>More info:</span></p>\n<p><span style='font-size:10pt\;font-family:Arial\;'>https://tolosachildrensdental.org/events/</span></p>",,CONFIRMED
